rtime,lkas,ldws,distance,speed,latitude,longtitude
2020-11-27 15:44:35,1,1,27.58,90,37.08134273,127.12741979999998
2020-11-27 15:44:36,1,1,27.58,89,37.08154467,127.1273324
2020-11-27 15:44:37,1,1,,89,37.08174825,127.1272473
2020-11-27 15:44:38,1,1,,88,37.08195057,127.127156
2020-11-27 15:44:39,1,1,,88,37.08214823,127.12725729999998
2020-11-27 15:44:40,1,1,,88,37.08234732,127.1269841
2020-11-27 15:44:41,1,1,24.24,87,37.0825491,127.12708159999998
2020-11-27 15:44:42,1,1,26.85,86,37.08274386,127.1268088
2020-11-27 15:44:43,1,1,27.21,86,37.08294561,127.1267152
2020-11-27 15:44:44,1,1,28.34,86,37.08314554,127.12662240000002
2020-11-27 15:44:45,1,1,27.58,86,37.08334401,127.1265366
2020-11-27 15:44:46,1,1,29.57,87,37.08353797,127.1264553
2020-11-27 15:44:47,1,1,31.85,87,37.08374029,127.1265412
2020-11-27 15:44:48,1,1,31.37,88,37.08393731,127.1262847
2020-11-27 15:44:49,1,1,33.37,89,37.08415058,127.1261902
2020-11-27 15:44:50,1,1,31.85,90,37.08435834,127.1262561
2020-11-27 15:44:51,1,1,33.37,90,37.08456692,127.1261601
2020-11-27 15:44:52,1,1,32.34,91,37.08477576,127.1260601
2020-11-27 15:44:53,1,1,33.91,92,37.08501012,127.1258187
2020-11-27 15:44:54,1,1,,92,37.08522621,127.1257248
2020-11-27 15:44:55,1,1,,93,37.08543885,127.1256339
2020-11-27 15:44:56,1,1,,93,37.08565675,127.1255396
2020-11-27 15:44:57,1,1,,94,37.08587917,127.1254447
2020-11-27 15:44:58,1,1,34.47,95,37.08606639,127.1254779
2020-11-27 15:44:59,1,1,34.47,95,37.08628566,127.1253788
2020-11-27 15:45:00,1,1,33.37,95,37.08650592,127.1252779
2020-11-27 15:45:01,1,1,35.04,96,37.08677648,127.1250557
2020-11-27 15:45:02,1,1,32.85,96,37.08700268,127.1249563
2020-11-27 15:45:03,1,1,32.34,97,37.08722928,127.1248553
2020-11-27 15:45:04,1,1,32.85,97,37.08745624,127.1247541
2020-11-27 15:45:05,1,1,15.45,98,37.08768116,127.12465159999998
2020-11-27 15:45:06,1,1,15.45,98,37.08784913,127.1246639
2020-11-27 15:45:07,1,1,17.06,99,37.0881344,127.1244449
2020-11-27 15:45:08,1,1,18.61,100,37.08830615,127.1244453
2020-11-27 15:45:09,1,1,18.8,100,37.08853826,127.1243391
2020-11-27 15:45:10,1,1,28.74,101,37.08882035,127.124143
2020-11-27 15:45:11,1,1,28.34,101,37.0890052,127.124132
2020-11-27 15:45:12,1,1,28.34,101,37.08927935,127.1239483
2020-11-27 15:45:13,1,1,26.49,100,37.08946806,127.1239251
2020-11-27 15:45:14,1,1,30.0,100,37.08969664,127.1238219
2020-11-27 15:45:15,1,1,28.34,98,37.0899223,127.1237188
2020-11-27 15:45:16,1,1,27.21,97,37.0901399,127.1236063
2020-11-27 15:45:17,1,1,26.49,97,37.09035839,127.1234982
2020-11-27 15:45:18,1,1,27.96,96,37.09064741,127.1233387
2020-11-27 15:45:19,1,1,27.21,96,37.09086815,127.12323899999998
2020-11-27 15:45:20,1,1,28.34,96,37.09108381,127.1231422
2020-11-27 15:45:21,1,1,26.85,95,37.09122725,127.1230855
2020-11-27 15:45:22,1,1,27.96,94,37.09144254,127.12298590000002
2020-11-27 15:45:23,1,1,29.57,94,37.0916598,127.1228884
2020-11-27 15:45:24,1,1,30.45,95,37.09194595,127.1227561
2020-11-27 15:45:25,1,1,30.0,95,37.09209567,127.1226924
2020-11-27 15:45:26,1,1,29.15,95,37.09231392,127.12259509999998
2020-11-27 15:45:27,1,1,27.58,95,37.09260211,127.1224598
2020-11-27 15:45:28,1,1,26.85,94,37.09281729,127.1223646
2020-11-27 15:45:29,1,1,25.81,93,37.0930277,127.12227079999998
2020-11-27 15:45:30,1,1,25.49,90,37.09315659,127.1222187
2020-11-27 15:45:31,1,1,24.54,88,37.09343122,127.1220896
2020-11-27 15:45:32,1,1,24.85,86,37.09355375,127.12204540000002
2020-11-27 15:45:33,1,1,24.85,85,37.09374891,127.12196090000002
2020-11-27 15:45:34,1,1,23.95,84,37.09394125,127.1218752
2020-11-27 15:45:35,1,1,24.24,83,37.09413348,127.1217938
2020-11-27 15:45:36,1,1,25.16,83,37.09432607,127.1217156
2020-11-27 15:45:37,1,1,26.15,82,37.09451677,127.1216335
2020-11-27 15:45:38,1,1,27.21,83,37.09470855,127.121551
2020-11-27 15:45:39,1,1,30.45,83,37.09498289,127.1213789
2020-11-27 15:45:40,1,1,30.9,85,37.09517128,127.1212966
2020-11-27 15:45:41,1,1,33.37,86,37.09536218,127.1212175
2020-11-27 15:45:42,1,1,,87,37.09555862,127.1211332
2020-11-27 15:45:43,1,1,,88,37.09570179,127.1211035
2020-11-27 15:45:44,1,1,,89,37.09590599,127.1210088
2020-11-27 15:45:45,1,1,,89,37.09615569,127.1208781
2020-11-27 15:45:46,1,1,,90,37.09632169,127.1208251
2020-11-27 15:45:47,1,1,,90,37.09653042,127.1207319
2020-11-27 15:45:48,1,1,61.89,91,37.09674274,127.1206417
2020-11-27 15:45:49,1,1,57.16,91,37.09695284,127.1205435
2020-11-27 15:45:50,1,1,81.96,92,37.09716577,127.1204499
2020-11-27 15:45:51,1,1,31.85,92,37.09738781,127.1203439
2020-11-27 15:45:52,1,1,30.9,93,37.09759463,127.120259
2020-11-27 15:45:53,1,1,31.37,93,37.09780832,127.1201558
2020-11-27 15:45:54,1,1,31.85,94,37.09802528,127.1200563
2020-11-27 15:45:55,1,1,30.9,94,37.09823495,127.1199674
2020-11-27 15:45:56,1,1,32.34,95,37.09846077,127.1198491
2020-11-27 15:45:57,1,1,31.37,95,37.09867877,127.1197437
2020-11-27 15:45:58,1,1,31.37,96,37.09889969,127.1196405
2020-11-27 15:45:59,1,1,32.34,96,37.09912283,127.1195383
2020-11-27 15:46:00,1,1,33.37,97,37.09934533,127.1194702
2020-11-27 15:46:01,1,1,32.85,98,37.09957476,127.1193695
2020-11-27 15:46:02,1,1,31.37,98,37.09979701,127.1192312
2020-11-27 15:46:03,1,1,35.04,98,37.10004211,127.1191629
2020-11-27 15:46:04,1,1,32.85,99,37.10027896,127.1190622
2020-11-27 15:46:05,1,1,32.34,99,37.1005103,127.118967
2020-11-27 15:46:06,1,1,31.85,99,37.10070497,127.118823
2020-11-27 15:46:07,1,1,30.45,99,37.10095635,127.1187675
2020-11-27 15:46:08,1,1,30.9,98,37.10118592,127.1186563
2020-11-27 15:46:09,1,1,29.15,98,37.10138081,127.11851609999998
2020-11-27 15:46:10,1,1,26.85,97,37.10160029,127.118413
2020-11-27 15:46:11,1,1,28.34,95,37.10181361,127.11831200000002
2020-11-27 15:46:12,1,1,27.58,93,37.10202107,127.1182196
2020-11-27 15:46:13,1,1,25.49,88,37.10225095,127.118151
2020-11-27 15:46:14,1,1,24.54,83,37.10243073,127.1180628
2020-11-27 15:46:15,1,1,23.11,78,37.10260376,127.1179827
2020-11-27 15:46:16,1,1,23.38,74,37.10274473,127.1179147
2020-11-27 15:46:17,1,1,22.32,71,37.10290475,127.1178431
2020-11-27 15:46:18,1,1,23.66,68,37.10306125,127.1177743
2020-11-27 15:46:19,1,1,23.38,68,37.10323193,127.1176884
2020-11-27 15:46:20,1,1,22.32,67,37.10337006,127.1176351
2020-11-27 15:46:21,1,1,21.1,67,37.10352588,127.1175655
2020-11-27 15:46:22,1,1,21.82,68,37.10368103,127.1174966
2020-11-27 15:46:23,1,1,22.06,67,37.10384947,127.11739109999998
2020-11-27 15:46:24,1,1,20.65,67,37.10398525,127.1173612
2020-11-27 15:46:25,1,1,19.79,66,37.10415608,127.1172429
2020-11-27 15:46:26,1,1,18.61,64,37.1042756,127.1172292
2020-11-27 15:46:27,1,1,16.75,61,37.10443018,127.1171229
2020-11-27 15:46:28,1,1,16.0,55,37.10455186,127.1170661
2020-11-27 15:46:29,1,1,16.15,52,37.10466829,127.1170109
2020-11-27 15:46:30,1,1,16.0,48,37.10473979,127.1170063
2020-11-27 15:46:31,1,1,15.72,45,37.10487833,127.1169185
2020-11-27 15:46:32,1,1,15.45,44,37.10493669,127.1169142
2020-11-27 15:46:33,1,1,16.15,43,37.10503348,127.1168683
2020-11-27 15:46:34,1,1,16.0,43,37.10513163,127.1168228
2020-11-27 15:46:35,1,1,16.29,44,37.10521131,127.1167796
2020-11-27 15:46:36,1,1,18.61,45,37.10533571,127.11673229999998
2020-11-27 15:46:37,1,1,19.38,46,37.10544409,127.1166854
2020-11-27 15:46:38,1,1,19.38,48,37.10551491,127.1166587
2020-11-27 15:46:39,1,1,21.1,50,37.1056723,127.1165857
2020-11-27 15:46:40,1,1,21.82,51,37.10579066,127.1165312
2020-11-27 15:46:41,1,1,22.32,53,37.10591359,127.1164773
2020-11-27 15:46:42,1,1,22.57,54,37.1060374,127.1164213
2020-11-27 15:46:43,1,1,22.57,55,37.10616122,127.116404
2020-11-27 15:46:44,1,1,22.84,56,37.10629429,127.1163108
2020-11-27 15:46:45,1,1,23.66,57,37.10642554,127.1162487
2020-11-27 15:46:46,1,1,23.11,58,37.10656006,127.1161882
2020-11-27 15:46:47,1,1,23.11,59,37.1066982,127.1161289
2020-11-27 15:46:48,1,1,21.1,60,37.10683763,127.1160676
2020-11-27 15:46:49,1,1,22.32,61,37.1069759,127.1160031
2020-11-27 15:46:50,1,1,22.06,61,37.10711338,127.1159405
2020-11-27 15:46:51,1,1,19.58,60,37.10723336,127.1159867
2020-11-27 15:46:52,1,1,19.38,59,37.10737593,127.1159245
2020-11-27 15:46:53,1,1,20.21,58,37.10751482,127.1157647
2020-11-27 15:46:54,1,1,19.79,58,37.10764507,127.115811
2020-11-27 15:46:55,1,1,20.42,58,37.10777407,127.1156378
2020-11-27 15:46:56,1,1,20.42,58,37.10790425,127.1155767
2020-11-27 15:46:57,1,1,20.87,57,37.10803687,127.1156344
2020-11-27 15:46:58,1,1,19.79,57,37.10815933,127.1155794
2020-11-27 15:46:59,1,1,20.42,57,37.10827745,127.1155273
2020-11-27 15:47:00,1,1,20.65,56,37.10839592,127.1154742
2020-11-27 15:47:01,1,1,20.21,56,37.10852133,127.1154152
2020-11-27 15:47:02,1,1,20.42,56,37.10864641,127.1153548
2020-11-27 15:47:03,1,1,20.0,56,37.10877496,127.1152723
2020-11-27 15:47:04,1,1,20.42,56,37.108908,127.1152061
2020-11-27 15:47:05,1,1,20.21,56,37.10904201,127.1151417
2020-11-27 15:47:06,1,1,20.42,56,37.10917263,127.11508159999998
2020-11-27 15:47:07,1,1,20.65,56,37.10929763,127.1150052
2020-11-27 15:47:08,1,1,22.06,56,37.10942463,127.1149315
2020-11-27 15:47:09,1,1,21.33,56,37.10957095,127.11482
2020-11-27 15:47:10,1,1,19.79,56,37.10968723,127.1147853
2020-11-27 15:47:11,1,1,21.1,56,37.10982755,127.114702
2020-11-27 15:47:12,1,1,19.38,56,37.10993689,127.1146716
2020-11-27 15:47:13,1,1,20.21,56,37.11008044,127.1145878
2020-11-27 15:47:14,1,1,20.21,55,37.11005479999999,127.1146202
2020-11-27 15:47:15,1,1,18.07,54,37.11031827,127.114478
2020-11-27 15:47:16,1,1,17.39,52,37.1102954,127.1145149
2020-11-27 15:47:17,1,1,15.18,51,37.11053501,127.1143779
2020-11-27 15:47:18,1,1,11.96,49,37.11051925,127.1144156
2020-11-27 15:47:19,1,1,10.32,39,37.11068646,127.11431
2020-11-27 15:47:20,1,1,9.17,33,37.11067341,127.1143402
2020-11-27 15:47:21,1,1,8.47,26,37.11072638,127.1143042
2020-11-27 15:47:22,1,1,8.47,23,37.11083399,127.1142425
2020-11-27 15:47:23,1,1,8.42,22,37.11087238,127.1142236
2020-11-27 15:47:24,1,1,7.66,18,37.110904100000006,127.1142072
2020-11-27 15:47:25,1,1,7.61,15,37.11093106,127.1141917
2020-11-27 15:47:26,1,1,7.08,12,37.11095489,127.1141789
2020-11-27 15:47:27,1,1,7.36,11,37.11097716,127.1141679
2020-11-27 15:47:28,1,1,7.66,10,37.11100356,127.1141595
2020-11-27 15:47:29,1,1,8.62,9,37.11102089,127.1141518
2020-11-27 15:47:30,1,1,10.32,9,37.11104689,127.114142
2020-11-27 15:47:31,1,1,12.9,12,37.11107828,127.1141286
2020-11-27 15:47:32,1,1,13.31,14,37.11110523,127.1141064
2020-11-27 15:47:33,1,1,12.51,15,37.11115112,127.1140986
2020-11-27 15:47:34,1,1,11.37,17,37.11116082,127.1140828
2020-11-27 15:47:35,1,1,10.82,16,37.11119263,127.1140692
2020-11-27 15:47:36,1,1,10.75,15,37.11122649,127.1140562
2020-11-27 15:47:37,1,1,11.96,15,37.11126485,127.1140371
2020-11-27 15:47:38,1,1,12.8,15,37.1113287,127.114022
2020-11-27 15:47:39,1,1,13.0,19,37.11133895,127.1140009
2020-11-27 15:47:40,1,1,12.23,20,37.11138136,127.1139808
2020-11-27 15:47:41,1,1,12.05,20,37.1114249,127.1139637
2020-11-27 15:47:42,1,1,12.05,19,37.11146975,127.1139439
2020-11-27 15:47:43,1,1,12.8,19,37.11151312,127.1139245
2020-11-27 15:47:44,1,1,13.52,19,37.11155317,127.1139095
2020-11-27 15:47:45,1,1,15.18,21,37.11159746,127.1138935
2020-11-27 15:47:46,1,1,15.72,24,37.11164711,127.113876
2020-11-27 15:47:47,1,1,15.18,27,37.11170415,127.1138549
2020-11-27 15:47:48,1,1,15.18,28,37.11176968,127.113831
2020-11-27 15:47:49,1,1,14.43,28,37.11187672,127.1137757
2020-11-27 15:47:50,1,1,13.63,27,37.11193438,127.1137507
2020-11-27 15:47:51,1,1,13.31,26,37.11199062,127.1137272
2020-11-27 15:47:52,1,1,12.7,26,37.11204542,127.11370359999998
2020-11-27 15:47:53,1,1,11.05,25,37.11209724,127.1136805
2020-11-27 15:47:54,1,1,8.84,24,37.11214136,127.113658
2020-11-27 15:47:55,1,1,6.35,22,37.11216725,127.1136463
2020-11-27 15:47:56,1,1,5.1,10,37.11217461,127.113643
2020-11-27 15:47:57,1,1,4.67,5,37.11217461,127.113643
2020-11-27 15:47:58,1,1,4.65,1,37.11217461,127.113643
2020-11-27 15:47:59,1,1,4.54,0,37.11217461,127.113643
2020-11-27 15:48:00,1,1,4.45,0,37.11217461,127.113643
2020-11-27 15:48:01,1,1,4.37,0,37.11217756,127.11368190000002
2020-11-27 15:48:02,1,1,4.27,0,37.11217461,127.113643
2020-11-27 15:48:03,1,1,4.33,0,37.11217461,127.113643
2020-11-27 15:48:04,1,1,4.33,0,37.11217756,127.11368190000002
2020-11-27 15:48:05,1,1,4.35,0,37.11217756,127.11368190000002
2020-11-27 15:48:06,1,1,4.54,0,37.11217756,127.11368190000002
2020-11-27 15:48:07,1,1,4.65,0,37.11217461,127.113643
2020-11-27 15:48:08,1,1,4.67,0,37.11217461,127.113643
2020-11-27 15:48:09,1,1,4.74,0,37.11217756,127.11368190000002
2020-11-27 15:48:10,1,1,4.97,0,37.11217461,127.113643
2020-11-27 15:48:11,1,1,5.66,0,37.11217461,127.113643
2020-11-27 15:48:12,1,1,6.7,0,37.11217756,127.11368190000002
2020-11-27 15:48:13,1,1,8.12,9,37.11217756,127.11368190000002
2020-11-27 15:48:14,1,1,9.66,3,37.11220711,127.11362920000002
2020-11-27 15:48:15,1,1,10.82,8,37.11224059,127.1136155
2020-11-27 15:48:16,1,1,11.05,14,37.11227762,127.1135993
2020-11-27 15:48:17,1,1,10.32,16,37.11231715,127.1135824
2020-11-27 15:48:18,1,1,8.73,17,37.11235136,127.1135652
2020-11-27 15:48:19,1,1,7.84,10,37.11237789,127.1135512
2020-11-27 15:48:20,1,1,7.75,12,37.11237006,127.1134621
2020-11-27 15:48:21,1,1,8.02,9,37.11239343,127.1134455
2020-11-27 15:48:22,1,1,8.42,8,37.11239343,127.1134455
2020-11-27 15:48:23,1,1,9.23,8,37.11239343,127.1134455
2020-11-27 15:48:24,1,1,11.62,9,37.11239343,127.1134455
2020-11-27 15:48:25,1,1,14.19,10,37.11246293,127.1133826
2020-11-27 15:48:26,1,1,15.58,17,37.11257128,127.113458
2020-11-27 15:48:27,1,1,16.29,20,37.11261903,127.1134359
2020-11-27 15:48:28,1,1,16.29,23,37.11267153,127.1134102
2020-11-27 15:48:29,1,1,16.0,24,37.11259462,127.1132661
2020-11-27 15:48:30,1,1,16.44,26,37.11278638,127.1133543
2020-11-27 15:48:31,1,1,17.22,28,37.11284909,127.1133243
2020-11-27 15:48:32,1,1,17.55,29,37.11291503,127.1132912
2020-11-27 15:48:33,1,1,17.89,31,37.11281171,127.11312
2020-11-27 15:48:34,1,1,18.8,32,37.11287446,127.1130832
2020-11-27 15:48:35,1,1,18.99,33,37.11313537,127.11317920000002
2020-11-27 15:48:36,1,1,19.58,35,37.11321797,127.1131356
2020-11-27 15:48:37,1,1,21.57,37,37.11309427,127.1129522
2020-11-27 15:48:38,1,1,20.42,40,37.11318356,127.1129043
2020-11-27 15:48:39,1,1,19.38,41,37.11327777,127.11285320000002
2020-11-27 15:48:40,1,1,20.21,43,37.11359453,127.1129426
2020-11-27 15:48:41,1,1,20.87,45,37.11346798,127.11274070000002
2020-11-27 15:48:42,1,1,21.1,46,37.11356756,127.1126844
2020-11-27 15:48:43,1,1,20.21,49,37.11391836,127.1127741
2020-11-27 15:48:44,1,1,21.57,50,37.11403145,127.1127128
2020-11-27 15:48:45,1,1,21.33,50,37.11414653,127.1126505
2020-11-27 15:48:46,1,1,22.32,52,37.11403799,127.1124612
2020-11-27 15:48:47,1,1,23.66,52,37.11438083,127.1125213
2020-11-27 15:48:48,1,1,22.84,53,37.11449853,127.1124539
2020-11-27 15:48:49,1,1,21.1,53,37.11461312,127.1123871
2020-11-27 15:48:50,1,1,20.21,52,37.11472483,127.112322
2020-11-27 15:48:51,1,1,19.79,50,37.11483351,127.1122543
2020-11-27 15:48:52,1,1,19.79,49,37.11494007,127.112184
2020-11-27 15:48:53,1,1,18.99,49,37.11504309,127.1121165
2020-11-27 15:48:54,1,1,19.18,49,37.11495434,127.1119565
2020-11-27 15:48:55,1,1,19.58,49,37.11524528,127.111975
2020-11-27 15:48:56,1,1,20.0,49,37.11534746,127.11190390000002
2020-11-27 15:48:57,1,1,18.8,49,37.11544938,127.1118323
2020-11-27 15:48:58,1,1,19.18,49,37.11555148,127.1117584
2020-11-27 15:48:59,1,1,18.61,49,37.11565167,127.1116822
2020-11-27 15:49:00,1,1,16.44,48,37.11574809,127.1116069
2020-11-27 15:49:01,1,1,15.31,47,37.11583841,127.1115351
2020-11-27 15:49:02,1,1,14.19,45,37.11591774,127.1114653
2020-11-27 15:49:03,1,1,14.19,40,37.11599309,127.1114031
2020-11-27 15:49:04,1,1,13.63,39,37.11585667,127.111355
2020-11-27 15:49:05,1,1,13.52,37,37.11612777,127.111283
2020-11-27 15:49:06,1,1,12.6,35,37.11601834,127.1112343
2020-11-27 15:49:07,1,1,11.79,34,37.11626201,127.1111783
2020-11-27 15:49:08,1,1,11.05,31,37.11616617,127.1111226
2020-11-27 15:49:09,1,1,10.39,28,37.11637041,127.111088
2020-11-27 15:49:10,1,1,10.46,27,37.11628368,127.1110327
2020-11-27 15:49:11,1,1,10.46,24,37.11633349,127.1109943
2020-11-27 15:49:12,1,1,10.18,28,37.11638121,127.1109559
2020-11-27 15:49:13,1,1,11.13,23,37.11642426,127.1109198
2020-11-27 15:49:14,1,1,12.9,23,37.11659752,127.1108956
2020-11-27 15:49:15,1,1,12.7,23,37.11663944,127.11086029999998
2020-11-27 15:49:16,1,1,13.63,24,37.11668704,127.1108191
2020-11-27 15:49:17,1,1,14.08,25,37.11673571,127.11077659999998
2020-11-27 15:49:18,1,1,14.19,26,37.11678286,127.1107324
2020-11-27 15:49:19,1,1,13.96,26,37.1168234,127.1106945
2020-11-27 15:49:20,1,1,14.08,26,37.11686456,127.1106553
2020-11-27 15:49:21,1,1,15.18,26,37.11690913,127.110613
2020-11-27 15:49:22,1,1,15.31,27,37.116956,127.1105653
2020-11-27 15:49:23,1,1,16.75,30,37.11700587,127.1105169
2020-11-27 15:49:24,1,1,16.9,33,37.11706256,127.1104615
2020-11-27 15:49:25,1,1,16.44,35,37.11712694,127.1103976
2020-11-27 15:49:26,1,1,18.07,37,37.11708928,127.1103346
2020-11-27 15:49:27,1,1,17.39,38,37.11726284,127.1102602
2020-11-27 15:49:28,1,1,17.39,38,37.11724192,127.1102049
2020-11-27 15:49:29,1,1,16.59,38,37.11731607,127.1101403
2020-11-27 15:49:30,1,1,15.05,38,37.11746754,127.1100539
2020-11-27 15:49:31,1,1,14.43,37,37.11753092,127.1099859
2020-11-27 15:49:32,1,1,13.74,36,37.11751896,127.1099286
2020-11-27 15:49:33,0,1,13.63,34,37.11758734,127.1098575
2020-11-27 15:49:34,1,1,12.7,33,37.11765424,127.1097881
2020-11-27 15:49:35,1,1,11.53,32,37.1177188,127.1097211
2020-11-27 15:49:36,0,1,11.29,30,37.11780819,127.1096825
2020-11-27 15:49:37,1,1,10.53,28,37.11785236,127.1096309
2020-11-27 15:49:38,0,1,10.39,27,37.11789541,127.1095805
2020-11-27 15:49:39,1,1,12.41,25,37.11793738,127.109531
2020-11-27 15:49:40,1,1,13.41,25,37.11798117,127.1094784
2020-11-27 15:49:41,1,1,15.45,27,37.11801684,127.10939840000002
2020-11-27 15:49:42,1,1,16.9,30,37.11806435,127.10934650000002
2020-11-27 15:49:43,1,1,18.25,33,37.11814,127.10927990000002
2020-11-27 15:49:44,1,1,18.25,36,37.11818162,127.1092132
