rtime,speed,ldws,lkas
2020-11-27 14:45,102,1,0
2020-11-27 14:45,102,1,1
2020-11-27 14:45,102,1,1
2020-11-27 14:45,102,1,1
2020-11-27 14:45,101,1,1
2020-11-27 14:46,101,1,1
2020-11-27 14:46,101,1,1
2020-11-27 14:46,100,1,1
2020-11-27 14:46,100,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,98,1,1
2020-11-27 14:46,97,1,1
2020-11-27 14:46,97,1,1
2020-11-27 14:46,96,1,1
2020-11-27 14:46,96,1,1
2020-11-27 14:46,96,1,1
2020-11-27 14:46,96,1,1
2020-11-27 14:46,96,1,1
2020-11-27 14:46,97,1,1
2020-11-27 14:46,97,1,1
2020-11-27 14:46,98,1,1
2020-11-27 14:46,99,1,1
2020-11-27 14:46,100,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,105,1,1
2020-11-27 14:46,105,1,1
2020-11-27 14:46,105,1,1
2020-11-27 14:46,105,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,102,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,103,1,1
2020-11-27 14:46,104,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,100,1,1
2020-11-27 14:47,100,1,1
2020-11-27 14:47,101,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,105,1,1
2020-11-27 14:47,106,1,1
2020-11-27 14:47,107,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,110,1,1
2020-11-27 14:47,110,1,1
2020-11-27 14:47,110,1,1
2020-11-27 14:47,110,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,109,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,108,1,1
2020-11-27 14:47,107,1,1
2020-11-27 14:47,107,1,1
2020-11-27 14:47,106,1,1
2020-11-27 14:47,105,1,1
2020-11-27 14:47,104,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,101,1,1
2020-11-27 14:47,100,1,1
2020-11-27 14:47,99,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,98,1,1
2020-11-27 14:47,99,1,1
2020-11-27 14:47,100,1,1
2020-11-27 14:47,101,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,103,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,102,1,1
2020-11-27 14:47,101,1,1
2020-11-27 14:47,100,1,1
2020-11-27 14:47,1,1,1
2020-11-27 14:47,17,1,1
2020-11-27 14:48,,1,1
2020-11-27 14:48,17,1,1
2020-11-27 14:48,98,1,1
2020-11-27 14:48,98,1,1
2020-11-27 14:48,99,1,1
2020-11-27 14:48,100,1,1
2020-11-27 14:48,99,1,1
2020-11-27 14:48,99,1,1
2020-11-27 14:48,97,1,1
2020-11-27 14:48,96,1,1
2020-11-27 14:48,94,1,1
2020-11-27 14:48,92,1,1
2020-11-27 14:48,90,1,1
2020-11-27 14:48,90,1,1
2020-11-27 14:48,91,1,1
2020-11-27 14:48,91,1,1
2020-11-27 14:48,92,1,1
2020-11-27 14:48,96,1,1
2020-11-27 14:48,97,1,1
2020-11-27 14:48,99,1,0
2020-11-27 14:48,100,1,0
2020-11-27 14:48,101,1,0
2020-11-27 14:48,102,1,0
2020-11-27 14:48,103,1,0
2020-11-27 14:48,103,1,0
2020-11-27 14:48,104,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,105,1,1
2020-11-27 14:48,105,1,1
2020-11-27 14:48,105,1,1
2020-11-27 14:48,105,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,104,1,1
2020-11-27 14:48,,1,1
2020-11-27 14:48,,1,1
2020-11-27 14:48,,1,1
2020-11-27 14:48,,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,102,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,103,1,1
2020-11-27 14:48,102,1,1
2020-11-27 14:49,101,1,1
2020-11-27 14:49,100,1,1
2020-11-27 14:49,100,1,1
2020-11-27 14:49,100,1,1
2020-11-27 14:49,101,1,1
2020-11-27 14:49,101,1,1
2020-11-27 14:49,101,1,1
2020-11-27 14:49,102,1,1
2020-11-27 14:49,103,1,1
2020-11-27 14:49,104,1,1
2020-11-27 14:49,105,1,1
2020-11-27 14:49,105,1,1
2020-11-27 14:49,106,1,1
2020-11-27 14:49,106,1,1
2020-11-27 14:49,105,1,1
2020-11-27 14:49,104,1,1
2020-11-27 14:49,103,1,1
2020-11-27 14:49,100,1,1
2020-11-27 14:49,98,1,1
2020-11-27 14:49,96,1,1
2020-11-27 14:49,95,1,1
2020-11-27 14:49,95,1,1
2020-11-27 14:49,94,1,1
2020-11-27 14:49,94,1,1
2020-11-27 14:49,93,1,1
2020-11-27 14:49,91,1,1
2020-11-27 14:49,90,1,1
2020-11-27 14:49,88,1,1
2020-11-27 14:49,88,1,1
2020-11-27 14:49,88,1,1
2020-11-27 14:49,88,1,1
2020-11-27 14:49,87,1,1
2020-11-27 14:49,86,1,1
2020-11-27 14:49,85,1,1
2020-11-27 14:49,84,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,83,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,82,1,1
2020-11-27 14:49,81,1,1
2020-11-27 14:49,81,1,1
2020-11-27 14:49,80,1,1
2020-11-27 14:49,79,1,1
2020-11-27 14:49,78,1,1
2020-11-27 14:49,77,1,1
2020-11-27 14:49,72,1,1
2020-11-27 14:49,70,1,1
2020-11-27 14:49,63,1,1
2020-11-27 14:50,60,1,1
2020-11-27 14:50,58,1,1
2020-11-27 14:50,57,1,1
2020-11-27 14:50,57,1,1
2020-11-27 14:50,57,1,1
2020-11-27 14:50,59,1,1
2020-11-27 14:50,60,1,1
2020-11-27 14:50,60,1,1
2020-11-27 14:50,61,1,1
2020-11-27 14:50,61,1,1
2020-11-27 14:50,62,1,1
2020-11-27 14:50,60,1,1
2020-11-27 14:50,58,1,1
2020-11-27 14:50,55,1,1
2020-11-27 14:50,51,1,1
2020-11-27 14:50,49,1,0
2020-11-27 14:50,47,1,1
2020-11-27 14:50,46,1,1
2020-11-27 14:50,47,1,0
2020-11-27 14:50,49,1,1
2020-11-27 14:50,51,1,1
2020-11-27 14:50,52,1,1
2020-11-27 14:50,56,1,1
2020-11-27 14:50,58,1,1
2020-11-27 14:50,60,1,1
2020-11-27 14:50,62,1,1
2020-11-27 14:50,63,1,1
2020-11-27 14:50,64,1,1
2020-11-27 14:50,62,1,1
2020-11-27 14:50,59,1,1
2020-11-27 14:50,55,1,1
2020-11-27 14:50,51,1,1
2020-11-27 14:50,44,1,1
2020-11-27 14:50,37,1,1
2020-11-27 14:50,28,1,1
2020-11-27 14:50,26,1,1
2020-11-27 14:50,25,1,1
2020-11-27 14:50,25,1,1
2020-11-27 14:50,25,1,1
2020-11-27 14:50,26,1,1
2020-11-27 14:50,27,1,1
2020-11-27 14:50,28,1,1
2020-11-27 14:50,30,1,1
2020-11-27 14:50,30,1,1
2020-11-27 14:50,30,1,1
2020-11-27 14:50,29,1,1
2020-11-27 14:50,28,1,1
2020-11-27 14:50,27,1,1
2020-11-27 14:50,27,1,1
2020-11-27 14:50,27,1,1
2020-11-27 14:50,26,1,1
2020-11-27 14:50,21,1,1
2020-11-27 14:50,15,1,1
2020-11-27 14:50,11,1,1
2020-11-27 14:50,7,1,1
2020-11-27 14:50,5,1,1
2020-11-27 14:50,5,1,1
2020-11-27 14:50,5,1,1
2020-11-27 14:50,6,1,1
2020-11-27 14:50,11,1,1
2020-11-27 14:51,15,1,1
2020-11-27 14:51,21,1,1
2020-11-27 14:51,29,1,0
2020-11-27 14:51,31,1,1
2020-11-27 14:51,34,1,1
2020-11-27 14:51,35,1,1
2020-11-27 14:51,36,1,1
2020-11-27 14:51,38,1,0
2020-11-27 14:51,39,1,1
2020-11-27 14:51,40,1,1
2020-11-27 14:51,39,1,1
2020-11-27 14:51,40,1,1
2020-11-27 14:51,43,1,1
2020-11-27 14:51,46,1,1
2020-11-27 14:51,49,1,1
2020-11-27 14:51,52,1,1
2020-11-27 14:51,54,1,1
2020-11-27 14:51,54,1,1
2020-11-27 14:51,54,1,1
2020-11-27 14:51,55,1,1
2020-11-27 14:51,55,1,1
2020-11-27 14:51,55,1,1
2020-11-27 14:51,55,1,1
2020-11-27 14:51,55,1,1
2020-11-27 14:51,54,1,1
2020-11-27 14:51,51,1,1
2020-11-27 14:51,48,1,1
2020-11-27 14:51,45,1,1
2020-11-27 14:51,41,1,1
2020-11-27 14:51,40,1,1
2020-11-27 14:51,39,1,1
2020-11-27 14:51,39,1,1
2020-11-27 14:51,39,1,1
2020-11-27 14:51,38,1,1
2020-11-27 14:51,36,1,1
2020-11-27 14:51,32,1,1
2020-11-27 14:51,29,1,1
2020-11-27 14:51,28,1,1
2020-11-27 14:51,27,1,1
2020-11-27 14:51,27,1,1
2020-11-27 14:51,30,1,1
2020-11-27 14:51,33,1,1
2020-11-27 14:51,34,1,1
2020-11-27 14:51,35,1,1
2020-11-27 14:51,35,1,1
2020-11-27 14:51,37,1,1
2020-11-27 14:51,38,1,1
2020-11-27 14:51,40,1,1
2020-11-27 14:51,42,1,1
2020-11-27 14:51,43,1,1
2020-11-27 14:51,46,1,1
2020-11-27 14:51,47,1,1
2020-11-27 14:51,47,1,1
2020-11-27 14:51,47,1,1
2020-11-27 14:51,47,1,1
2020-11-27 14:51,47,1,1
2020-11-27 14:51,48,1,1
2020-11-27 14:51,49,1,1
2020-11-27 14:51,50,1,1
2020-11-27 14:51,51,1,1
2020-11-27 14:52,52,1,1
2020-11-27 14:52,52,1,1
2020-11-27 14:52,52,1,0
2020-11-27 14:52,52,1,1
2020-11-27 14:52,53,1,1
2020-11-27 14:52,51,1,0
2020-11-27 14:52,49,1,1
2020-11-27 14:52,47,1,1
2020-11-27 14:52,47,1,1
2020-11-27 14:52,45,1,1
2020-11-27 14:52,43,1,1
2020-11-27 14:52,42,1,1
2020-11-27 14:52,38,1,1
2020-11-27 14:52,33,1,1
2020-11-27 14:52,29,1,1
2020-11-27 14:52,22,1,1
2020-11-27 14:52,17,1,1
2020-11-27 14:52,13,1,1
2020-11-27 14:52,9,1,1
2020-11-27 14:52,4,1,1
2020-11-27 14:52,0,1,1
2020-11-27 14:52,0,1,1
2020-11-27 14:52,0,1,1
2020-11-27 14:52,0,1,1
2020-11-27 14:52,0,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,7,1,1
2020-11-27 14:52,7,1,1
2020-11-27 14:52,7,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,7,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,7,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,,1,1
2020-11-27 14:52,0,1,0
2020-11-27 14:52,2,1,0
2020-11-27 14:52,11,1,1
2020-11-27 14:52,18,1,1
2020-11-27 14:52,22,1,1
2020-11-27 14:52,29,1,1
2020-11-27 14:52,34,1,1
2020-11-27 14:52,38,1,1
2020-11-27 14:52,40,1,1
2020-11-27 14:52,42,1,1
2020-11-27 14:52,43,1,1
2020-11-27 14:52,43,1,1
2020-11-27 14:52,42,1,1
2020-11-27 14:52,41,1,1
2020-11-27 14:52,42,1,1
2020-11-27 14:52,43,1,1
2020-11-27 14:52,44,1,0
2020-11-27 14:52,44,1,1
2020-11-27 14:53,44,1,1
2020-11-27 14:53,43,1,1
2020-11-27 14:53,42,1,1
2020-11-27 14:53,40,1,1
2020-11-27 14:53,40,1,1
2020-11-27 14:53,40,1,1
2020-11-27 14:53,40,1,1
2020-11-27 14:53,41,1,1
2020-11-27 14:53,43,1,1
2020-11-27 14:53,45,1,1
2020-11-27 14:53,48,1,1
2020-11-27 14:53,50,1,0
2020-11-27 14:53,53,1,0
2020-11-27 14:53,54,1,1
2020-11-27 14:53,55,1,1
2020-11-27 14:53,55,1,1
2020-11-27 14:53,55,1,1
2020-11-27 14:53,55,1,1
2020-11-27 14:53,55,1,1
2020-11-27 14:53,54,1,1
2020-11-27 14:53,50,1,0
2020-11-27 14:53,46,1,0
2020-11-27 14:53,36,1,0
2020-11-27 14:53,26,1,1
2020-11-27 14:53,15,1,1
2020-11-27 14:53,8,1,0
2020-11-27 14:53,5,1,0
2020-11-27 14:53,4,1,1
2020-11-27 14:53,3,1,1
2020-11-27 14:53,2,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,0,1,1
2020-11-27 14:53,3,1,1
2020-11-27 14:53,8,1,1
2020-11-27 14:53,13,1,0
2020-11-27 14:53,16,1,0
2020-11-27 14:53,19,1,1
2020-11-27 14:53,22,1,1
2020-11-27 14:53,25,1,1
2020-11-27 14:53,30,1,1
2020-11-27 14:53,34,1,1
2020-11-27 14:53,36,1,1
2020-11-27 14:53,37,1,1
2020-11-27 14:53,37,1,1
2020-11-27 14:53,38,1,1
2020-11-27 14:53,38,1,1
2020-11-27 14:53,39,1,1
2020-11-27 14:54,38,1,1
2020-11-27 14:54,37,1,1
2020-11-27 14:54,36,1,1
2020-11-27 14:54,35,1,1
2020-11-27 14:54,34,1,1
2020-11-27 14:54,33,1,1
2020-11-27 14:54,33,1,1
2020-11-27 14:54,34,1,0
2020-11-27 14:54,35,1,1
2020-11-27 14:54,38,1,1
2020-11-27 14:54,41,1,1
2020-11-27 14:54,41,1,1
2020-11-27 14:54,41,1,1
2020-11-27 14:54,38,1,1
2020-11-27 14:54,35,1,1
2020-11-27 14:54,31,1,1
2020-11-27 14:54,28,1,1
2020-11-27 14:54,26,1,1
2020-11-27 14:54,25,1,1
2020-11-27 14:54,24,1,0
2020-11-27 14:54,23,1,1
2020-11-27 14:54,22,1,1
2020-11-27 14:54,21,1,0
2020-11-27 14:54,20,1,1
2020-11-27 14:54,15,1,1
2020-11-27 14:54,8,1,1
2020-11-27 14:54,5,1,1
2020-11-27 14:54,3,1,1
2020-11-27 14:54,4,1,1
2020-11-27 14:54,5,1,0
2020-11-27 14:54,8,1,1
2020-11-27 14:54,13,1,1
2020-11-27 14:54,20,1,1
2020-11-27 14:54,23,1,1
2020-11-27 14:54,27,1,0
2020-11-27 14:54,31,1,0
2020-11-27 14:54,33,1,1
2020-11-27 14:54,36,1,1
2020-11-27 14:54,38,1,1
2020-11-27 14:54,40,1,1
2020-11-27 14:54,42,1,1
2020-11-27 14:54,42,1,1
2020-11-27 14:54,39,1,1
2020-11-27 14:54,37,1,1
2020-11-27 14:54,34,1,1
2020-11-27 14:54,29,1,1
2020-11-27 14:54,22,1,1
2020-11-27 14:54,10,1,1
2020-11-27 14:54,5,1,1
2020-11-27 14:54,2,1,1
2020-11-27 14:54,0,1,1
2020-11-27 14:54,0,1,1
2020-11-27 14:54,2,1,1
2020-11-27 14:54,3,1,1
2020-11-27 14:54,3,1,1
2020-11-27 14:54,3,1,1
2020-11-27 14:54,2,1,1
2020-11-27 14:54,2,1,1
2020-11-27 14:54,1,1,1
2020-11-27 14:54,0,1,1
2020-11-27 14:55,0,1,1
2020-11-27 14:55,0,1,1
2020-11-27 14:55,0,1,1
2020-11-27 14:55,7,1,1
2020-11-27 14:55,3,1,1
2020-11-27 14:55,3,1,1
2020-11-27 14:55,3,1,1
2020-11-27 14:55,0,1,1
2020-11-27 14:55,0,1,1
2020-11-27 14:55,9,1,1
2020-11-27 14:55,20,1,1
2020-11-27 14:55,25,1,1
2020-11-27 14:55,32,1,1
2020-11-27 14:55,37,1,1
2020-11-27 14:55,41,1,1
2020-11-27 14:55,43,1,1
2020-11-27 14:55,44,1,1
2020-11-27 14:55,44,1,1
2020-11-27 14:55,45,1,1
2020-11-27 14:55,45,1,1
2020-11-27 14:55,44,1,1
2020-11-27 14:55,42,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,38,1,1
2020-11-27 14:55,34,1,1
2020-11-27 14:55,32,1,1
2020-11-27 14:55,29,1,0
2020-11-27 14:55,28,1,1
2020-11-27 14:55,28,1,1
2020-11-27 14:55,29,1,0
2020-11-27 14:55,30,1,1
2020-11-27 14:55,34,1,1
2020-11-27 14:55,36,1,1
2020-11-27 14:55,37,1,1
2020-11-27 14:55,38,1,1
2020-11-27 14:55,39,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,41,1,1
2020-11-27 14:55,41,1,0
2020-11-27 14:55,42,1,0
2020-11-27 14:55,43,1,0
2020-11-27 14:55,44,1,0
2020-11-27 14:55,44,1,1
2020-11-27 14:55,43,1,1
2020-11-27 14:55,42,1,1
2020-11-27 14:55,41,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,40,1,1
2020-11-27 14:55,41,1,1
2020-11-27 14:55,43,1,0
2020-11-27 14:55,44,1,1
2020-11-27 14:55,45,1,1
2020-11-27 14:55,46,1,0
2020-11-27 14:55,46,1,1
2020-11-27 14:56,44,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,41,1,1
2020-11-27 14:56,39,1,1
2020-11-27 14:56,38,1,1
2020-11-27 14:56,36,1,1
2020-11-27 14:56,35,1,1
2020-11-27 14:56,33,1,1
2020-11-27 14:56,32,1,1
2020-11-27 14:56,32,1,1
2020-11-27 14:56,31,1,1
2020-11-27 14:56,32,1,1
2020-11-27 14:56,34,1,1
2020-11-27 14:56,38,1,1
2020-11-27 14:56,41,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,39,1,1
2020-11-27 14:56,37,1,1
2020-11-27 14:56,36,1,1
2020-11-27 14:56,35,1,1
2020-11-27 14:56,34,1,0
2020-11-27 14:56,33,1,1
2020-11-27 14:56,33,1,1
2020-11-27 14:56,33,1,1
2020-11-27 14:56,34,1,1
2020-11-27 14:56,35,1,1
2020-11-27 14:56,36,1,1
2020-11-27 14:56,39,1,1
2020-11-27 14:56,41,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,40,1,0
2020-11-27 14:56,35,1,0
2020-11-27 14:56,33,1,0
2020-11-27 14:56,31,1,1
2020-11-27 14:56,28,1,1
2020-11-27 14:56,27,1,1
2020-11-27 14:56,25,1,1
2020-11-27 14:56,23,1,1
2020-11-27 14:56,21,1,1
2020-11-27 14:56,14,1,1
2020-11-27 14:56,8,1,0
2020-11-27 14:56,5,1,1
2020-11-27 14:56,3,1,1
2020-11-27 14:56,3,1,1
2020-11-27 14:56,4,1,1
2020-11-27 14:56,5,1,1
2020-11-27 14:56,13,1,1
2020-11-27 14:56,20,1,1
2020-11-27 14:56,26,1,0
2020-11-27 14:56,32,1,1
2020-11-27 14:56,36,1,1
2020-11-27 14:56,42,1,1
2020-11-27 14:56,44,1,1
2020-11-27 14:56,45,1,1
2020-11-27 14:56,46,1,1
2020-11-27 14:56,47,1,0
2020-11-27 14:56,50,1,1
2020-11-27 14:57,50,1,1
2020-11-27 14:57,50,1,1
2020-11-27 14:57,49,1,1
2020-11-27 14:57,49,1,1
2020-11-27 14:57,48,1,0
2020-11-27 14:57,47,1,1
2020-11-27 14:57,47,1,1
2020-11-27 14:57,47,1,1
2020-11-27 14:57,46,1,1
2020-11-27 14:57,45,1,1
2020-11-27 14:57,40,1,1
2020-11-27 14:57,32,1,1
2020-11-27 14:57,18,1,0
2020-11-27 14:57,5,1,0
2020-11-27 14:57,0,1,0
2020-11-27 14:57,0,1,0
2020-11-27 14:57,0,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,,1,0
2020-11-27 14:57,0,1,1
2020-11-27 14:57,0,1,1
2020-11-27 14:57,2,1,1
2020-11-27 14:57,7,1,1
2020-11-27 14:57,13,1,1
2020-11-27 14:57,16,1,1
2020-11-27 14:57,24,1,0
2020-11-27 14:57,29,1,1
2020-11-27 14:57,34,1,1
2020-11-27 14:57,39,1,1
2020-11-27 14:57,43,1,1
2020-11-27 14:57,44,1,1
2020-11-27 14:57,44,1,1
2020-11-27 14:57,44,1,1
2020-11-27 14:57,45,1,0
2020-11-27 14:57,45,1,1
2020-11-27 14:57,45,1,1
2020-11-27 14:57,44,1,1
2020-11-27 14:57,44,1,1
2020-11-27 14:57,41,1,1
2020-11-27 14:57,39,1,1
2020-11-27 14:57,35,1,1
2020-11-27 14:57,32,1,1
2020-11-27 14:57,30,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,29,1,1
2020-11-27 14:57,30,1,0
2020-11-27 14:57,29,1,1
2020-11-27 14:57,29,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,28,1,1
2020-11-27 14:57,30,1,1
2020-11-27 14:57,35,1,1
2020-11-27 14:57,38,1,1
2020-11-27 14:58,38,1,1
2020-11-27 14:58,38,1,1
2020-11-27 14:58,38,1,1
2020-11-27 14:58,37,1,1
2020-11-27 14:58,34,1,0
2020-11-27 14:58,33,1,0
2020-11-27 14:58,32,1,1
2020-11-27 14:58,32,1,1
2020-11-27 14:58,32,1,1
2020-11-27 14:58,33,1,1
2020-11-27 14:58,34,1,1
2020-11-27 14:58,35,1,1
2020-11-27 14:58,35,1,1
2020-11-27 14:58,33,1,1
2020-11-27 14:58,29,1,1
2020-11-27 14:58,27,1,1
2020-11-27 14:58,25,1,1
2020-11-27 14:58,24,1,1
2020-11-27 14:58,26,1,1
2020-11-27 14:58,30,1,1
