rtime,latitude,longtitude
2020-11-27 14:44:37,37.41599016,127.0842237
2020-11-27 14:44:38,37.41577919,127.0844379
2020-11-27 14:44:39,37.41557537,127.0846456
2020-11-27 14:44:40,37.41536667,127.08485630000001
2020-11-27 14:44:41,37.41515711,127.08506640000002
2020-11-27 14:44:42,37.41494552,127.08528079999999
2020-11-27 14:44:43,37.41472826,127.08550009999999
2020-11-27 14:44:44,37.41452192,127.08570459999999
2020-11-27 14:44:45,37.4143102,127.08591670000001
2020-11-27 14:44:46,37.41410753,127.08612350000001
2020-11-27 14:44:47,37.41391118,127.0863275
2020-11-27 14:44:48,37.41371368,127.08653429999998
2020-11-27 14:44:49,37.41350917,127.08673909999999
2020-11-27 14:44:50,37.41329622,127.0869426
2020-11-27 14:44:51,37.41308405,127.0871608
2020-11-27 14:44:52,37.41286395,127.0873871
2020-11-27 14:44:53,37.4126449,127.0876131
2020-11-27 14:44:54,37.41240999,127.08785390000001
2020-11-27 14:44:55,37.41217903,127.08809790000001
2020-11-27 14:44:56,37.41194991,127.08834009999998
2020-11-27 14:44:57,37.41172046,127.0885797
2020-11-27 14:44:58,37.41149399,127.08881459999999
2020-11-27 14:44:59,37.4112667,127.0890517
2020-11-27 14:45:00,37.41104334,127.0892842
2020-11-27 14:45:01,37.41081486,127.089522
2020-11-27 14:45:02,37.41059031,127.0897537
2020-11-27 14:45:03,37.41036616,127.0899747
2020-11-27 14:45:04,37.41014184,127.0901931
2020-11-27 14:45:05,37.40991844,127.09040959999999
2020-11-27 14:45:06,37.40969717,127.09062649999998
2020-11-27 14:45:07,37.40947933,127.09084299999999
2020-11-27 14:45:08,37.40926437,127.0910545
2020-11-27 14:45:09,37.40904959,127.09127040000001
2020-11-27 14:45:10,37.40883346,127.09148390000001
2020-11-27 14:45:11,37.40861766,127.09169490000001
2020-11-27 14:45:12,37.40840108,127.09190179999999
2020-11-27 14:45:13,37.4081866,127.09211
2020-11-27 14:45:14,37.4079786,127.0923199
2020-11-27 14:45:15,37.4077752,127.092529
2020-11-27 14:45:16,37.40757497,127.09273490000001
2020-11-27 14:45:17,37.40737681,127.0929394
2020-11-27 14:45:18,37.40717523,127.09314750000001
2020-11-27 14:45:19,37.40697955,127.09335700000001
2020-11-27 14:45:20,37.40677274,127.09356499999998
2020-11-27 14:45:21,37.40657126,127.09376680000001
2020-11-27 14:45:22,37.4063741,127.09397129999999
2020-11-27 14:45:24,37.40596248,127.094396
2020-11-27 14:45:29,37.40490503,127.0954928
2020-11-27 14:45:30,37.40469775,127.09571399999999
