rtime,latitude,longtitude
2020-11-30 21:29:25,37.41808502,127.0820657
2020-11-30 21:29:26,37.4178772,127.0822734
2020-11-30 21:29:27,37.41767011,127.0824831
2020-11-30 21:29:28,37.41746231,127.0826921
2020-11-30 21:29:29,37.41725522,127.0829005
2020-11-30 21:29:30,37.41704928,127.0831094
2020-11-30 21:29:31,37.41684445,127.0833175
2020-11-30 21:29:32,37.41664105,127.0835252
2020-11-30 21:29:33,37.4164353,127.0837322
2020-11-30 21:29:34,37.41622963,127.0839393
2020-11-30 21:29:35,37.41602341,127.0841463
2020-11-30 21:29:36,37.41581589,127.0843516
2020-11-30 21:29:37,37.41560438,127.0845601
2020-11-30 21:29:38,37.41539587,127.084769
2020-11-30 21:29:39,37.41518676,127.0849744
2020-11-30 21:29:40,37.41498203,127.0851865
2020-11-30 21:29:41,37.41477447,127.0854028
2020-11-30 21:29:42,37.41456545,127.0856156
2020-11-30 21:29:43,37.4143555,127.0858284
2020-11-30 21:29:44,37.41414909,127.0860397
2020-11-30 21:29:45,37.41394413,127.0862463
2020-11-30 21:29:46,37.41373909,127.0864502
2020-11-30 21:29:47,37.41353441,127.0866538
2020-11-30 21:29:48,37.41332685,127.0868594
2020-11-30 21:29:49,37.41310395,127.0870726
2020-11-30 21:29:50,37.41288927,127.0872868
2020-11-30 21:29:51,37.41267539,127.0875002
2020-11-30 21:29:52,37.4124625,127.0877141
2020-11-30 21:29:53,37.41224809,127.0879289
2020-11-30 21:29:54,37.41203265,127.0881422
2020-11-30 21:29:55,37.41182015,127.088358
2020-11-30 21:29:56,37.41160756,127.0885759
2020-11-30 21:29:57,37.41139584,127.088791
2020-11-30 21:29:58,37.41118471,127.089005
2020-11-30 21:29:59,37.41097341,127.0892162
2020-11-30 21:30:00,37.41076233,127.0894241
2020-11-30 21:30:01,37.4105691,127.0896155
2020-11-30 21:30:02,37.41038568,127.0898031
2020-11-30 21:30:03,37.41020348,127.0899882
2020-11-30 21:30:04,37.41002262,127.0901717
2020-11-30 21:30:05,37.40983986,127.0903558
