2020-11-27 14:43:41,109,1,1
2020-11-27 14:43:41,109,1,1
2020-11-27 14:43:42,109,1,1
2020-11-27 14:43:42,109,1,1
2020-11-27 14:43:43,109,1,1
2020-11-27 14:43:43,109,1,1
2020-11-27 14:43:43,109,1,1
2020-11-27 14:43:44,109,1,1
2020-11-27 14:43:44,109,1,1
2020-11-27 14:43:45,109,1,1
2020-11-27 14:43:45,109,1,1
2020-11-27 14:43:45,109,1,1
2020-11-27 14:43:46,109,1,1
2020-11-27 14:43:46,109,1,1
2020-11-27 14:43:47,109,1,1
2020-11-27 14:43:47,109,1,1
2020-11-27 14:43:48,109,1,1
2020-11-27 14:43:48,109,1,1
2020-11-27 14:43:48,109,1,1
2020-11-27 14:43:49,109,1,1
2020-11-27 14:43:49,109,1,1
2020-11-27 14:43:50,109,1,1
2020-11-27 14:43:50,109,1,1
2020-11-27 14:43:50,109,1,1
2020-11-27 14:43:51,109,1,1
2020-11-27 14:43:51,109,1,1
2020-11-27 14:43:52,109,1,1
2020-11-27 14:43:52,109,1,1
2020-11-27 14:43:52,109,1,1
2020-11-27 14:43:53,109,1,1
2020-11-27 14:43:53,109,1,1
2020-11-27 14:43:54,110,1,1
2020-11-27 14:43:54,110,1,1
2020-11-27 14:43:55,111,1,1
2020-11-27 14:43:55,113,1,1
2020-11-27 14:43:55,114,1,1
2020-11-27 14:43:56,116,1,1
2020-11-27 14:43:56,117,1,1
2020-11-27 14:43:57,118,1,1
2020-11-27 14:43:57,120,1,1
2020-11-27 14:43:58,121,1,1
2020-11-27 14:43:58,122,1,1
2020-11-27 14:43:58,123,1,1
2020-11-27 14:43:59,123,1,1
2020-11-27 14:43:59,123,1,1
2020-11-27 14:44:00,123,1,1
2020-11-27 14:44:00,124,1,1
2020-11-27 14:44:00,124,1,1
2020-11-27 14:44:01,124,1,1
2020-11-27 14:44:01,124,1,1
2020-11-27 14:44:02,124,1,1
2020-11-27 14:44:02,124,1,1
2020-11-27 14:44:03,124,1,1
2020-11-27 14:44:03,124,1,1
2020-11-27 14:44:03,123,1,1
2020-11-27 14:44:04,123,1,1
2020-11-27 14:44:04,123,1,1
2020-11-27 14:44:05,122,1,1
2020-11-27 14:44:05,121,1,1
2020-11-27 14:44:05,121,1,1
2020-11-27 14:44:06,120,1,1
2020-11-27 14:44:06,119,1,1
2020-11-27 14:44:07,118,1,1
2020-11-27 14:44:07,118,1,1
2020-11-27 14:44:08,117,1,1
2020-11-27 14:44:08,117,1,1
2020-11-27 14:44:08,117,1,1
2020-11-27 14:44:09,116,1,1
2020-11-27 14:44:09,115,1,1
2020-11-27 14:44:10,115,1,1
2020-11-27 14:44:10,115,1,1
2020-11-27 14:44:10,115,1,1
2020-11-27 14:44:11,114,1,1
2020-11-27 14:44:11,113,1,1
2020-11-27 14:44:12,112,1,1
2020-11-27 14:44:12,112,1,1
2020-11-27 14:44:13,111,1,1
2020-11-27 14:44:13,111,1,1
2020-11-27 14:44:13,110,1,1
2020-11-27 14:44:14,110,1,1
2020-11-27 14:44:14,110,1,1
