2020-12-02 09:40:26,101,1,1
2020-12-02 09:40:26,101,1,1
2020-12-02 09:40:26,101,1,1
2020-12-02 09:40:26,101,1,1
2020-12-02 09:40:26,101,1,1
2020-12-02 09:40:27,101,1,1
2020-12-02 09:40:27,101,1,1
2020-12-02 09:40:27,100,1,1
2020-12-02 09:40:27,101,1,1
2020-12-02 09:40:28,101,1,1
2020-12-02 09:40:28,101,1,1
2020-12-02 09:40:28,101,1,1
2020-12-02 09:40:28,101,1,1
2020-12-02 09:40:28,101,1,1
2020-12-02 09:40:29,101,1,1
2020-12-02 09:40:29,101,1,1
2020-12-02 09:40:29,101,1,1
2020-12-02 09:40:29,101,1,1
2020-12-02 09:40:29,101,1,1
2020-12-02 09:40:30,101,1,1
2020-12-02 09:40:30,101,1,1
2020-12-02 09:40:30,101,1,1
2020-12-02 09:40:30,101,1,1
2020-12-02 09:40:30,101,1,1
2020-12-02 09:40:31,101,1,1
2020-12-02 09:40:31,101,1,1
2020-12-02 09:40:31,101,1,1
2020-12-02 09:40:31,101,1,1
2020-12-02 09:40:31,101,1,1
2020-12-02 09:40:32,101,1,1
2020-12-02 09:40:32,101,1,1
2020-12-02 09:40:32,101,1,1
2020-12-02 09:40:32,101,1,1
2020-12-02 09:40:33,101,1,1
2020-12-02 09:40:33,101,1,1
2020-12-02 09:40:33,101,1,1
2020-12-02 09:40:33,101,1,1
2020-12-02 09:40:33,100,1,1
2020-12-02 09:40:34,100,1,1
2020-12-02 09:40:34,100,1,1
2020-12-02 09:40:34,100,1,1
2020-12-02 09:40:34,100,1,1
2020-12-02 09:40:34,100,1,1
2020-12-02 09:40:35,100,1,1
2020-12-02 09:40:35,100,1,1
2020-12-02 09:40:35,100,1,1
2020-12-02 09:40:35,101,1,1
2020-12-02 09:40:35,101,1,1
2020-12-02 09:40:36,101,1,1
2020-12-02 09:40:36,101,1,1
2020-12-02 09:40:36,101,1,1
2020-12-02 09:40:36,101,1,1
2020-12-02 09:40:36,101,1,1
2020-12-02 09:40:37,101,1,1
2020-12-02 09:40:37,101,1,1
2020-12-02 09:40:37,101,1,1
2020-12-02 09:40:37,101,1,1
2020-12-02 09:40:38,101,1,1
2020-12-02 09:40:38,101,1,1
2020-12-02 09:40:38,101,1,1
2020-12-02 09:40:38,101,1,1
2020-12-02 09:40:38,101,1,1
2020-12-02 09:40:39,101,1,1
2020-12-02 09:40:39,101,1,1
2020-12-02 09:40:39,101,1,1
2020-12-02 09:40:39,101,1,1
2020-12-02 09:40:39,101,1,1
2020-12-02 09:40:40,101,1,1
2020-12-02 09:40:40,101,1,1
2020-12-02 09:40:40,101,1,1
2020-12-02 09:40:40,101,1,1
2020-12-02 09:40:40,101,1,1
2020-12-02 09:40:41,101,1,1
2020-12-02 09:40:41,101,1,1
2020-12-02 09:40:41,101,1,1
2020-12-02 09:40:41,101,1,1
2020-12-02 09:40:41,101,1,1
2020-12-02 09:40:42,101,1,1
2020-12-02 09:40:42,101,1,1
