2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:25,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,nan
2020-11-30,21:29:26,34.47
2020-11-30,21:29:26,34.47
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:27,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:28,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:29,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:30,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,14.92
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:31,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
2020-11-30,21:29:32,nan
