2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,47.38
2020-11-27,15:42:09,41.91
2020-11-27,15:42:09,46.38
2020-11-27,15:42:09,43.6
2020-11-27,15:42:09,43.6
2020-11-27,15:42:09,43.6
2020-11-27,15:42:09,44.49
2020-11-27,15:42:09,44.49
2020-11-27,15:42:09,42.74
2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,46.38
2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,45.42
2020-11-27,15:42:09,49.52
2020-11-27,15:42:09,46.38
2020-11-27,15:42:09,46.38
2020-11-27,15:42:09,49.52
2020-11-27,15:42:09,47.38
2020-11-27,15:42:09,50.65
2020-11-27,15:42:09,49.52
2020-11-27,15:42:09,46.38
2020-11-27,15:42:10,49.52
2020-11-27,15:42:10,51.84
2020-11-27,15:42:10,48.43
2020-11-27,15:42:10,47.38
2020-11-27,15:42:10,45.42
2020-11-27,15:42:10,43.6
2020-11-27,15:42:10,43.6
2020-11-27,15:42:10,48.43
2020-11-27,15:42:10,46.38
2020-11-27,15:42:10,50.65
2020-11-27,15:42:10,51.84
2020-11-27,15:42:10,54.38
2020-11-27,15:42:10,49.52
2020-11-27,15:42:10,49.52
2020-11-27,15:42:10,49.52
2020-11-27,15:42:10,49.52
2020-11-27,15:42:10,54.38
2020-11-27,15:42:10,54.38
2020-11-27,15:42:10,54.38
2020-11-27,15:42:10,60.24
2020-11-27,15:42:10,60.24
2020-11-27,15:42:10,50.65
2020-11-27,15:42:10,54.38
2020-11-27,15:42:10,55.74
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,54.38
2020-11-27,15:42:11,58.66
2020-11-27,15:42:11,55.74
2020-11-27,15:42:11,58.66
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,51.84
2020-11-27,15:42:11,55.74
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,53.08
2020-11-27,15:42:11,55.74
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,53.08
2020-11-27,15:42:11,51.84
2020-11-27,15:42:11,50.65
2020-11-27,15:42:11,51.84
2020-11-27,15:42:11,54.38
2020-11-27,15:42:11,54.38
2020-11-27,15:42:11,54.38
2020-11-27,15:42:11,57.16
2020-11-27,15:42:11,51.84
2020-11-27,15:42:11,53.08
2020-11-27,15:42:12,61.89
2020-11-27,15:42:12,29.57
2020-11-27,15:42:12,31.85
2020-11-27,15:42:12,30.9
2020-11-27,15:42:12,30.0
2020-11-27,15:42:12,71.69
2020-11-27,15:42:12,29.15
2020-11-27,15:42:12,29.15
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,28.74
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,26.49
2020-11-27,15:42:12,27.58
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,30.9
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,26.15
2020-11-27,15:42:12,nan
2020-11-27,15:42:12,27.58
2020-11-27,15:42:12,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,32.85
2020-11-27,15:42:13,27.96
2020-11-27,15:42:13,27.21
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,27.21
2020-11-27,15:42:13,28.74
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,29.15
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,28.74
2020-11-27,15:42:13,28.74
2020-11-27,15:42:13,28.74
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:13,nan
2020-11-27,15:42:14,27.58
2020-11-27,15:42:14,27.96
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,26.15
2020-11-27,15:42:14,27.96
2020-11-27,15:42:14,29.57
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,nan
2020-11-27,15:42:14,29.15
2020-11-27,15:42:14,28.74
2020-11-27,15:42:14,27.58
2020-11-27,15:42:15,27.96
2020-11-27,15:42:15,28.74
2020-11-27,15:42:15,28.74
2020-11-27,15:42:15,nan
2020-11-27,15:42:15,29.57
