rtime,lkas,ldws,distance,speed,latitude,longtitude
2020-12-02 09:40:26,1,1,,101,37.01274438,127.1464882
2020-12-02 09:40:27,1,1,,101,37.01297091,127.146367
2020-12-02 09:40:28,1,1,,101,37.01320073,127.14625430000001
2020-12-02 09:40:29,1,1,,101,37.01343096,127.14613829999999
2020-12-02 09:40:30,1,1,,101,37.01365814,127.14602040000001
2020-12-02 09:40:31,1,1,,101,37.01388519,127.14590190000001
2020-12-02 09:40:32,1,1,,101,37.01411366,127.14578259999999
2020-12-02 09:40:33,1,1,,101,37.01434135,127.14566070000001
2020-12-02 09:40:34,1,1,,100,37.01457083,127.1455428
2020-12-02 09:40:35,1,1,,100,37.01479808,127.14542279999999
2020-12-02 09:40:36,1,1,,101,37.01502517,127.14530049999999
2020-12-02 09:40:37,1,1,,101,37.01525141,127.14517690000001
2020-12-02 09:40:38,1,1,54.38,101,37.01547692,127.14505049999998
2020-12-02 09:40:39,1,1,60.24,101,37.01570373,127.1449267
2020-12-02 09:40:40,1,1,54.38,101,37.01592971,127.14480359999999
2020-12-02 09:40:41,1,1,,101,37.01615495,127.14468229999999
2020-12-02 09:40:42,1,1,,101,37.01638128,127.14456090000002
2020-12-02 09:40:43,1,1,63.64,101,37.01660796,127.1444405
2020-12-02 09:40:44,1,1,60.24,101,37.01683621,127.1443249
2020-12-02 09:40:45,1,1,71.69,101,37.01706518,127.1442146
2020-12-02 09:40:46,1,1,71.69,101,37.01729456,127.14410759999998
2020-12-02 09:40:47,1,1,74.02,101,37.017526399999994,127.144006
2020-12-02 09:40:48,1,1,63.64,100,37.01775882,127.14391270000002
2020-12-02 09:40:49,1,1,65.49,100,37.01799257,127.1438236
2020-12-02 09:40:50,1,1,58.66,101,37.01822703,127.14373789999999
2020-12-02 09:40:51,1,1,61.89,103,37.01846548,127.1436568
2020-12-02 09:40:52,1,1,61.89,105,37.01870968,127.14357679999999
2020-12-02 09:40:53,1,1,71.69,107,37.01896011,127.14350139999999
2020-12-02 09:40:54,1,1,,108,37.01921498,127.14343459999999
2020-12-02 09:40:55,1,1,,108,37.01947029,127.14336029999998
2020-12-02 09:40:56,1,1,,109,37.01972782,127.14328929999999
2020-12-02 09:40:57,1,1,,109,37.01998755,127.1432275
2020-12-02 09:40:58,1,1,,110,37.020244399999996,127.14316380000001
2020-12-02 09:40:59,1,1,,110,37.02050599,127.1430976
2020-12-02 09:41:00,1,1,,110,37.02076896,127.1430313
2020-12-02 09:41:01,1,1,65.49,110,37.02103057,127.1429703
2020-12-02 09:41:02,1,1,,110,37.02129362,127.1429095
